,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp,Timestamp
0,1,Bitcoin,BTC,bitcoin,11132,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19715050.0,19715050.0,False,,1,,,,2024-06-21T15:48:00.000Z,63409.37594134675,26526790569.731277,13.6603,-1.2059966,-2.34169561,-4.73813508,-10.04592294,-3.99171603,-2.31879303,1250119017152.4482,53.8386,1331596894768.28,,2024-06-21T15:48:00.000Z,,,,,,2024-06-21 22:48:33.392910,
1,1027,Ethereum,ETH,ethereum,9077,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,122276728.43750449,122276728.43750449,True,,2,,,,2024-06-21T15:47:00.000Z,3474.4555208754014,15364284518.12221,-4.6816,-1.00724002,-1.36939278,0.18858203,-7.74544234,9.132085,2.33444684,424845054194.26965,18.2802,424845054194.27,,2024-06-21T15:47:00.000Z,,,,,,2024-06-21 22:48:33.392910,
2,825,Tether USDt,USDT,tether,89295,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,112891354601.68275,116081999193.07195,True,,3,,,,2024-06-21T15:47:00.000Z,0.9993387778768503,52858600557.67028,3.5559,-0.02591286,-0.01813396,-0.04278362,-0.0602832,-0.14978099,-0.0847141,112816708340.50778,4.8554,116005243207.11,,2024-06-21T15:47:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-06-21 22:48:33.392910,
3,1839,BNB,BNB,bnb,2186,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147583731.35556507,147583731.35556507,False,,4,,,,2024-06-21T15:47:00.000Z,581.1077378535336,1796740187.4837582,4.4332,-0.62515958,-2.80672469,-3.54601292,-6.38783182,-2.46668435,3.71824769,85762048272.01604,3.691,85762048272.02,,2024-06-21T15:47:00.000Z,,,,,,2024-06-21 22:48:33.392910,
4,5426,Solana,SOL,solana,690,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,462008197.5773175,578621125.0197691,True,,5,,,,2024-06-21T15:47:00.000Z,131.44935443094542,2057808812.350844,-16.847,-0.71623771,-2.14051701,-8.67163591,-27.63159993,-14.3474486,-24.83152893,60730679313.34306,2.6137,76059373343.96,,2024-06-21T15:47:00.000Z,,,,,,2024-06-21 22:48:33.392910,
5,3408,USDC,USDC,usd-coin,19831,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,32696526721.3748,32696526721.3748,False,,6,,,,2024-06-21T15:47:00.000Z,0.9999873171882916,5615671056.171372,14.0958,-0.0073527,-0.00579571,-0.03316842,-0.01795787,-0.03186451,-0.01287098,32696112037.482876,1.4066,32696112037.48,,2024-06-21T15:47:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-06-21 22:48:33.392910,
6,52,XRP,XRP,xrp,1342,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55618185850.0,99987512072.0,False,,7,,,,2024-06-21T15:48:00.000Z,0.48376995322972177,1093147415.8166857,-1.9135,-1.02073477,-2.37653512,1.97376354,-9.73337349,-10.29596407,-22.91655864,26906407167.376472,1.158,48376995322.97,,2024-06-21T15:48:00.000Z,,,,,,2024-06-21 22:48:33.392910,
7,74,Dogecoin,DOGE,dogecoin,1009,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144802506383.7052,144802506383.7052,True,,8,,,,2024-06-21T15:48:00.000Z,0.12222437765816213,620682339.1423353,-11.8128,-1.03124275,-0.91112985,-12.35936471,-27.91604951,-23.04123267,-26.47597608,17698396226.090416,0.7614,17698396226.09,,2024-06-21T15:48:00.000Z,,,,,,2024-06-21 22:48:33.392910,
8,11419,Toncoin,TON,toncoin,430,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2458149260.7763977,5107899197.7301035,True,,9,3414166606.0,24347354385.74795,,2024-06-21T15:47:00.000Z,7.131273073481626,263083450.47521308,-0.3829,-0.91404309,-0.09182778,-10.17677106,11.57542581,17.57900209,42.5132702,17529733633.973488,0.7542,36425824010.83,,2024-06-21T15:47:00.000Z,,,,,,2024-06-21 22:48:33.392910,
9,2010,Cardano,ADA,cardano,1196,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35736787310.749,36980576545.153,False,,10,,,,2024-06-21T15:47:00.000Z,0.37973824576841225,278673189.7665022,1.1699,-0.57515589,-0.88184244,-8.54270053,-21.54256192,-26.35174376,-39.98125296,13570624922.78268,0.5839,17088221059.58,,2024-06-21T15:47:00.000Z,,,,,,2024-06-21 22:48:33.392910,
10,5805,Avalanche,AVAX,avalanche,747,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,393410810.7227925,442757180.7227925,False,,11,,,,2024-06-21T15:47:00.000Z,27.33284178859572,230209439.2104632,-22.1963,-1.02964846,-0.34809634,-11.24033387,-32.83463338,-29.81619441,-50.00450916,10753035447.409264,0.4626,19563446496.82,,2024-06-21T15:47:00.000Z,,,,,,2024-06-21 22:48:33.392910,
11,1958,TRON,TRX,tron,992,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87247624774.97647,87247673110.6947,True,,12,71659659264.0,8495238908.042819,,2024-06-21T15:47:00.000Z,0.11854980885055104,251932386.42055672,10.9662,0.1018878,1.62946586,1.74969081,-2.19924607,6.29913989,0.33397318,10343189239.738062,0.4451,10343194969.93,,2024-06-21T15:47:00.000Z,,,,,,2024-06-21 22:48:33.392910,
12,5994,Shiba Inu,SHIB,shiba-inu,833,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589271305775325.8,589519753933138.2,False,,13,,,,2024-06-21T15:47:00.000Z,1.753636065289532e-05,280509755.11727166,-11.1492,-1.79894245,-3.5352277,-16.76236904,-32.00640743,-34.25694855,-36.62989063,10333674140.47867,0.4446,10338031016.98,,2024-06-21T15:47:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-06-21 22:48:33.392910,
13,1975,Chainlink,LINK,chainlink,1796,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,587099970.4527867,1000000000.0,False,,14,,,,2024-06-21T15:47:00.000Z,14.258386557551477,309240291.0057589,13.6172,-1.06287519,-1.06410501,-6.45221089,-14.07466582,-7.0593471,-21.9916708,8371098326.642883,0.3603,14258386557.55,,2024-06-21T15:47:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-06-21 22:48:33.392910,
14,6636,Polkadot,DOT,polkadot-new,784,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,15,1459630817.42679,8238642420.688225,,2024-06-21T15:47:00.000Z,5.644333020600564,158218971.089481,-0.9408,-0.74483095,-0.74837746,-9.44365743,-26.11474025,-24.21699012,-38.27920011,8116288034.757159,0.3492,8116288034.76,,2024-06-21T15:47:00.000Z,,,,,,2024-06-21 22:48:33.392910,
0,1,Bitcoin,BTC,bitcoin,11132,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19715050.0,19715050.0,False,,1,,,,2024-06-21T15:48:00.000Z,63409.37594134675,26526790569.731277,13.6603,-1.2059966,-2.34169561,-4.73813508,-10.04592294,-3.99171603,-2.31879303,1250119017152.4482,53.8386,1331596894768.28,,2024-06-21T15:48:00.000Z,,,,,,,2024-06-21 22:48:34.248632
1,1027,Ethereum,ETH,ethereum,9077,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,122276728.43750449,122276728.43750449,True,,2,,,,2024-06-21T15:47:00.000Z,3474.4555208754014,15364284518.12221,-4.6816,-1.00724002,-1.36939278,0.18858203,-7.74544234,9.132085,2.33444684,424845054194.26965,18.2802,424845054194.27,,2024-06-21T15:47:00.000Z,,,,,,,2024-06-21 22:48:34.248632
2,825,Tether USDt,USDT,tether,89295,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,112891354601.68275,116081999193.07195,True,,3,,,,2024-06-21T15:47:00.000Z,0.9993387778768503,52858600557.67028,3.5559,-0.02591286,-0.01813396,-0.04278362,-0.0602832,-0.14978099,-0.0847141,112816708340.50778,4.8554,116005243207.11,,2024-06-21T15:47:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,,2024-06-21 22:48:34.248632
3,1839,BNB,BNB,bnb,2186,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147583731.35556507,147583731.35556507,False,,4,,,,2024-06-21T15:47:00.000Z,581.1077378535336,1796740187.4837582,4.4332,-0.62515958,-2.80672469,-3.54601292,-6.38783182,-2.46668435,3.71824769,85762048272.01604,3.691,85762048272.02,,2024-06-21T15:47:00.000Z,,,,,,,2024-06-21 22:48:34.248632
4,5426,Solana,SOL,solana,690,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,462008197.5773175,578621125.0197691,True,,5,,,,2024-06-21T15:47:00.000Z,131.44935443094542,2057808812.350844,-16.847,-0.71623771,-2.14051701,-8.67163591,-27.63159993,-14.3474486,-24.83152893,60730679313.34306,2.6137,76059373343.96,,2024-06-21T15:47:00.000Z,,,,,,,2024-06-21 22:48:34.248632
5,3408,USDC,USDC,usd-coin,19831,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,32696526721.3748,32696526721.3748,False,,6,,,,2024-06-21T15:47:00.000Z,0.9999873171882916,5615671056.171372,14.0958,-0.0073527,-0.00579571,-0.03316842,-0.01795787,-0.03186451,-0.01287098,32696112037.482876,1.4066,32696112037.48,,2024-06-21T15:47:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,2024-06-21 22:48:34.248632
6,52,XRP,XRP,xrp,1342,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55618185850.0,99987512072.0,False,,7,,,,2024-06-21T15:48:00.000Z,0.48376995322972177,1093147415.8166857,-1.9135,-1.02073477,-2.37653512,1.97376354,-9.73337349,-10.29596407,-22.91655864,26906407167.376472,1.158,48376995322.97,,2024-06-21T15:48:00.000Z,,,,,,,2024-06-21 22:48:34.248632
7,74,Dogecoin,DOGE,dogecoin,1009,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144802506383.7052,144802506383.7052,True,,8,,,,2024-06-21T15:48:00.000Z,0.12222437765816213,620682339.1423353,-11.8128,-1.03124275,-0.91112985,-12.35936471,-27.91604951,-23.04123267,-26.47597608,17698396226.090416,0.7614,17698396226.09,,2024-06-21T15:48:00.000Z,,,,,,,2024-06-21 22:48:34.248632
8,11419,Toncoin,TON,toncoin,430,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2458149260.7763977,5107899197.7301035,True,,9,3414166606.0,24347354385.74795,,2024-06-21T15:47:00.000Z,7.131273073481626,263083450.47521308,-0.3829,-0.91404309,-0.09182778,-10.17677106,11.57542581,17.57900209,42.5132702,17529733633.973488,0.7542,36425824010.83,,2024-06-21T15:47:00.000Z,,,,,,,2024-06-21 22:48:34.248632
9,2010,Cardano,ADA,cardano,1196,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35736787310.749,36980576545.153,False,,10,,,,2024-06-21T15:47:00.000Z,0.37973824576841225,278673189.7665022,1.1699,-0.57515589,-0.88184244,-8.54270053,-21.54256192,-26.35174376,-39.98125296,13570624922.78268,0.5839,17088221059.58,,2024-06-21T15:47:00.000Z,,,,,,,2024-06-21 22:48:34.248632
10,5805,Avalanche,AVAX,avalanche,747,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,393410810.7227925,442757180.7227925,False,,11,,,,2024-06-21T15:47:00.000Z,27.33284178859572,230209439.2104632,-22.1963,-1.02964846,-0.34809634,-11.24033387,-32.83463338,-29.81619441,-50.00450916,10753035447.409264,0.4626,19563446496.82,,2024-06-21T15:47:00.000Z,,,,,,,2024-06-21 22:48:34.248632
11,1958,TRON,TRX,tron,992,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87247624774.97647,87247673110.6947,True,,12,71659659264.0,8495238908.042819,,2024-06-21T15:47:00.000Z,0.11854980885055104,251932386.42055672,10.9662,0.1018878,1.62946586,1.74969081,-2.19924607,6.29913989,0.33397318,10343189239.738062,0.4451,10343194969.93,,2024-06-21T15:47:00.000Z,,,,,,,2024-06-21 22:48:34.248632
12,5994,Shiba Inu,SHIB,shiba-inu,833,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589271305775325.8,589519753933138.2,False,,13,,,,2024-06-21T15:47:00.000Z,1.753636065289532e-05,280509755.11727166,-11.1492,-1.79894245,-3.5352277,-16.76236904,-32.00640743,-34.25694855,-36.62989063,10333674140.47867,0.4446,10338031016.98,,2024-06-21T15:47:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,,2024-06-21 22:48:34.248632
13,1975,Chainlink,LINK,chainlink,1796,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,587099970.4527867,1000000000.0,False,,14,,,,2024-06-21T15:47:00.000Z,14.258386557551477,309240291.0057589,13.6172,-1.06287519,-1.06410501,-6.45221089,-14.07466582,-7.0593471,-21.9916708,8371098326.642883,0.3603,14258386557.55,,2024-06-21T15:47:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,,2024-06-21 22:48:34.248632
14,6636,Polkadot,DOT,polkadot-new,784,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,15,1459630817.42679,8238642420.688225,,2024-06-21T15:47:00.000Z,5.644333020600564,158218971.089481,-0.9408,-0.74483095,-0.74837746,-9.44365743,-26.11474025,-24.21699012,-38.27920011,8116288034.757159,0.3492,8116288034.76,,2024-06-21T15:47:00.000Z,,,,,,,2024-06-21 22:48:34.248632
0,1,Bitcoin,BTC,bitcoin,11132,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19715050.0,19715050.0,False,,1,,,,2024-06-21T15:48:00.000Z,63409.37594134675,26526790569.731277,13.6603,-1.2059966,-2.34169561,-4.73813508,-10.04592294,-3.99171603,-2.31879303,1250119017152.4482,53.8386,1331596894768.28,,2024-06-21T15:48:00.000Z,,,,,,,2024-06-21 22:49:35.078350
1,1027,Ethereum,ETH,ethereum,9077,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,122276728.43750449,122276728.43750449,True,,2,,,,2024-06-21T15:48:00.000Z,3474.1107470988836,15372444288.509401,-4.6279,-1.03961747,-1.30601182,0.23157119,-7.7674974,9.02509483,2.36278623,424802896384.826,18.2784,424802896384.83,,2024-06-21T15:48:00.000Z,,,,,,,2024-06-21 22:49:35.078350
2,825,Tether USDt,USDT,tether,89295,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,112891354601.68275,116081999193.07195,True,,3,,,,2024-06-21T15:48:00.000Z,0.9993129631734406,52882833127.72935,3.6103,-0.00418967,0.00327754,-0.03414634,-0.04883903,-0.10901108,-0.08735403,112813794083.67123,4.8552,116002246584.73,,2024-06-21T15:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,,2024-06-21 22:49:35.078350
3,1839,BNB,BNB,bnb,2186,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147583731.35556507,147583731.35556507,False,,4,,,,2024-06-21T15:48:00.000Z,581.1186622188121,1798316949.7297366,4.5133,-0.69777008,-2.76662272,-3.5809167,-6.37575372,-2.46248992,3.74806972,85763660530.60654,3.6911,85763660530.61,,2024-06-21T15:48:00.000Z,,,,,,,2024-06-21 22:49:35.078350
4,5426,Solana,SOL,solana,690,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,462008197.5773175,578621125.0197691,True,,5,,,,2024-06-21T15:48:00.000Z,131.42522838666468,2058594381.0932436,-16.8209,-0.85911753,-2.11875415,-8.64303065,-27.61383701,-14.36799168,-24.84240821,60719532883.11025,2.6132,76045413505.07,,2024-06-21T15:48:00.000Z,,,,,,,2024-06-21 22:49:35.078350
